policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_relationship,incident_date,incident_city,incident_location,police_report_available,auto_make,auto_model,fraud_reported,months_as_customer,age,policy_number,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,collision_type,incident_type,incident_severity,authorities_contacted_Ambulance,authorities_contacted_Fire,authorities_contacted_Other,authorities_contacted_Police,authorities_contacted_UNKNOWN,incident_state_NC,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,insured_hobbies_base-jumping,insured_hobbies_basketball,insured_hobbies_board-games,insured_hobbies_bungie-jumping,insured_hobbies_camping,insured_hobbies_chess,insured_hobbies_cross-fit,insured_hobbies_dancing,insured_hobbies_exercise,insured_hobbies_golf,insured_hobbies_hiking,insured_hobbies_kayaking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_polo,insured_hobbies_reading,insured_hobbies_skydiving,insured_hobbies_sleeping,insured_hobbies_video-games,insured_hobbies_yachting,property_damage_NO,property_damage_UNKNOWN,property_damage_YES
1,1,0,4,13,5,53,2,839,2,13,20,0,-1.5482621606924905,-0.7417808937192061,-0.44168302701881745,-1.037983515684173,-0.08875971035050337,1.656996025531482,1.421937306537406,-0.9044739606313364,-2.169277631252317,-1.2033138519435356,1.453678446621897,-1.20637123831382,0.6169691339969379,0.30853929975534766,1.1077321387946406,0.422224852479772,0.07567889710169491,1.4767142737607575,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,2,1,2,7,0,1,2,526,2,9,26,0,-1.453221801021054,-0.6313215313986716,1.2962873657987832,-0.21242643716091728,-0.1431661753129204,-0.38059640458404864,-0.65909547615376,0.6362158477981219,-2.2361777996530385,-0.32520819370543447,-0.6436530461079787,0.025030982171491207,-0.25938772746209277,-1.0249039978034937,-0.7998602256465626,-0.9255646717962317,-1.026725895151367,1.6383538618746887,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,6,2,1,32,2,262,2,11,19,0,-1.3581814413496176,-0.7417808937192061,-1.1219548540538513,1.4386877198855943,-0.39864356525664835,-0.38059640458404864,-0.9962272596304704,-0.9044739606313364,0.9398196686338296,-0.17885725066575092,-0.6436530461079787,1.2564332026568026,-0.25938772746209277,-1.0664726149704522,-0.8620220949562556,-0.8617639842565392,-1.0843679757920497,0.9917955094189638,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,2,0,4,9,5,25,6,836,1,4,27,1,-1.5223420626002804,0.25235336716560397,0.764730033790893,1.4386877198855943,-0.13564492095297642,-0.38059640458404864,-0.8657694412293636,-0.04254959227919189,0.9398196686338296,-0.6179100797848015,1.453678446621897,0.025030982171491207,-1.1357445889211235,0.48260788414198647,0.8396590773965897,0.8847798371425425,0.2747242068140533,-0.1396816073785548,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,1,3,4,2,34,5,153,2,1,5,1,-1.3841015394418277,-1.0731589806808095,0.736808982435541,1.4386877198855943,0.4942192553098879,-0.38059640458404864,-0.7066697977065486,-0.9044739606313364,-0.20452531716797984,-0.032506307626067404,1.453678446621897,-1.20637123831382,0.6169691339969379,0.48715445164462257,-0.007296391947977119,1.0841569857040814,0.43233927106592074,1.6383538618746887,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,3,6,1,16,3,825,2,10,1,0,-1.6001023568769102,-1.0731589806808095,-1.3584451321049442,-0.21242643716091728,0.36660318948519677,-0.38059640458404864,-0.961918186861014,-0.9044739606313364,0.9398196686338296,1.2846521797310844,-0.6436530461079787,-1.20637123831382,0.6169691339969379,0.6345931406586786,0.2063850338040925,0.23481033283192532,0.7790924124200292,0.5068767450771701,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,3,12,5,12,4,187,0,3,34,1,-1.4445817683236508,-1.6254557922834816,1.496637359150441,-0.21242643716091728,1.8837709983094222,-0.38059640458404864,-0.5383469864432806,-0.9044739606313364,0.9398196686338296,1.5773540658104512,1.453678446621897,1.2564332026568026,0.6169691339969379,0.8005428545048958,0.0684633862732112,1.239671161582082,0.8142180553104454,-0.4629607836064173,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2,0,3,5,4,54,6,449,1,2,37,0,-1.314981277862601,-0.962699618360275,1.0500032303386138,1.4386877198855943,-2.4411955169523507,-0.38059640458404864,-0.3743718431058587,0.9666201889997774,-0.7115581724155507,1.723705008850135,1.453678446621897,-1.20637123831382,-1.1357445889211235,1.2892988610382754,1.993538776457766,0.5079570263612337,1.210957688470146,0.6685163331911013,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,1,7,3,36,3,653,2,2,38,0,-1.340901375954811,0.03143464252453509,-0.7049000763373205,-1.037983515684173,-0.9978095783438744,2.6757922405892467,-0.33702079181959627,-0.9044739606313364,0.9398196686338296,0.6992484075723502,1.453678446621897,1.2564332026568026,-0.25938772746209277,1.0489802930417964,1.7060401309004358,0.36041793642569486,0.9776873933773823,-1.2711587241760733,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,1,4,11,1,46,4,616,1,6,6,1,-1.5309820952976838,-1.2940777053218784,0.1554570169520661,1.4386877198855943,-1.9834617869379723,-0.38059640458404864,-0.5034406302207527,-0.9044739606313364,0.1581440167938244,-1.0569629089038521,1.453678446621897,-1.20637123831382,1.4933259954559686,-0.23542502645289864,-0.4948785543458814,0.08328369992515566,-0.23054465630193335,-0.6246003717203485,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,2,13,1,18,3,505,1,12,18,0,-1.6087423895743136,-0.5208621690781372,-1.4456732198019395,-1.037983515684173,-1.4206757541787325,-0.38059640458404864,-0.7118925553427088,-0.9044739606313364,0.9398196686338296,-1.349664794983219,1.453678446621897,0.025030982171491207,-1.1357445889211235,-0.22405860769630842,0.18307433281295762,-0.421140485935538,-0.2580147103572588,0.18359756884930764,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0,1,3,12,1,33,0,35,1,1,5,0,-1.4877819318106673,-0.4104028067576027,-0.5422802055091734,-0.21242643716091728,2.365744423081662,-0.38059640458404864,-0.6977244362233381,1.1318223596006052,0.9398196686338296,1.5773540658104512,1.453678446621897,0.025030982171491207,-1.1357445889211235,0.9434349760163158,1.3408391487059894,0.17300341677784822,0.9583232569121528,0.6685163331911013,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,3,2,5,31,3,913,1,0,33,1,-1.5309820952976838,-2.0672932415656193,-1.2374957474025614,-0.21242643716091728,-0.26608145716264653,-0.38059640458404864,-0.3277837337662811,-0.9044739606313364,-1.197464658694473,-0.764261022824485,-0.6436530461079787,-1.20637123831382,0.6169691339969379,0.3361434595927811,-0.18406920779741653,0.7212905753220805,0.3458761501048963,0.9917955094189638,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2,0,1,3,7,1,58,4,132,1,12,11,0,-1.340901375954811,-1.2940777053218784,-0.4921546727735539,1.4386877198855943,0.038611097179841056,2.6757922405892467,-0.5788789193749703,-0.9044739606313364,-1.8699874041964595,0.8455993506120337,-0.6436530461079787,0.025030982171491207,0.6169691339969379,0.22410304613496315,0.7192204556090596,-0.1460000209206142,0.17700286697789544,0.6685163331911013,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2,1,0,6,5,40,2,161,1,6,6,0,-1.5569021933898937,-1.8463745169245507,-1.2848257519068524,-0.21242643716091728,0.37543248808165236,-0.38059640458404864,-0.7889282304760711,-0.9044739606313364,-0.655221188499154,1.5773540658104512,-0.6436530461079787,0.025030982171491207,0.6169691339969379,0.7748872235971636,0.29962783776863194,0.33051136414146404,0.930402874101822,-0.30132119549248604,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,0,2,9,4,47,1,682,2,10,3,0,-1.5655422260872969,-1.1836183430013438,-0.29808796192278725,-1.037983515684173,-0.7160077981403444,-0.38059640458404864,1.415325517615033,-0.9044739606313364,-0.7291634798894248,-0.47155913674511796,-0.6436530461079787,-1.20637123831382,-0.25938772746209277,-1.1499346041259861,-0.935839314761516,-0.9953466737927703,-1.1528179465528607,1.6383538618746887,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2,1,2,5,0,35,1,522,1,12,11,0,-1.5482621606924905,-1.8463745169245507,-0.7113012654710976,-1.037983515684173,-0.9359636117862967,-0.38059640458404864,-0.530582301553351,-0.9044739606313364,0.9398196686338296,1.5773540658104512,-0.6436530461079787,-1.20637123831382,-1.1357445889211235,1.7101811098537303,1.678844313077445,1.746089118928391,1.587882856409612,1.153435097532895,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,2,0,1,3,2,42,4,572,1,3,32,1,-1.5828222914821035,-0.4104028067576027,-0.44782558224819946,-1.037983515684173,0.1310325977658846,-0.38059640458404864,1.5792034287624201,-0.9044739606313364,0.9398196686338296,-1.4960157380229027,2.5023441929868353,-1.20637123831382,-1.1357445889211235,0.9184288547518172,0.13256781399883208,1.3712600796326977,0.933104846631854,-1.4327983122900045,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,6,0,2,31,0,333,1,4,27,0,-1.3841015394418277,-0.6313215313986716,-0.8148651269824555,-1.037983515684173,-0.9912284807789239,-0.38059640458404864,-0.4115978815763619,0.45664827105809186,0.9398196686338296,0.11384463541361611,-0.6436530461079787,0.025030982171491207,-1.1357445889211235,0.7437107607219448,1.3408391487059894,0.17300341677784822,0.6813710725838714,1.3150746856468263,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2,0,0,6,7,0,32,4,805,1,12,9,0,-1.3322613432574077,-0.6313215313986716,-1.0609362698154763,-1.037983515684173,0.620936040721977,2.1663941330603644,-0.45910275156483993,1.620246168333487,-0.8312742632378939,-1.2033138519435356,-0.6436530461079787,-1.20637123831382,-0.25938772746209277,0.5673688925839878,0.16170619023775068,1.4310732242011592,0.4260346684958461,1.153435097532895,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,0,13,0,52,0,108,0,11,15,0,-1.4445817683236508,-0.07902471979599937,0.6870790074360551,-1.037983515684173,0.9453310113769255,-0.38059640458404864,1.5487836435943596,0.2806720458528623,-0.5953631430879824,0.6992484075723502,1.453678446621897,1.2564332026568026,-0.25938772746209277,0.71935414910068,0.26271922786600177,0.2926297059147716,0.8705091496861124,-0.30132119549248604,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,2,0,0,5,4,6,6,811,1,2,22,0,-1.3322613432574077,-0.5208621690781372,0.823976215096208,-0.21242643716091728,-0.6298403840601242,2.6757922405892467,-0.7714264362697897,0.7295909877029376,-1.1939435971996983,0.8455993506120337,-0.6436530461079787,1.2564332026568026,-0.25938772746209277,1.389972855739503,0.5327348476799807,0.5697639424153108,1.6752466348806472,-1.1095191360621421,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,6,10,1,44,2,717,0,13,20,0,-1.314981277862601,-0.2999434444370683,1.4754750202672946,1.4386877198855943,-0.545512407187498,-0.38059640458404864,-0.7817052677877645,-0.9044739606313364,-0.8876112471542906,1.8700559518898183,1.453678446621897,1.2564332026568026,0.6169691339969379,0.4738395039583312,0.09954432092805769,1.3034718491217743,0.3395715475348216,-1.4327983122900045,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,1,0,5,8,2,13,4,494,1,0,23,0,-1.4445817683236508,-1.8463745169245507,1.4298527602199649,-0.21242643716091728,0.5698814391156223,-0.38059640458404864,-0.319852365122006,-0.9044739606313364,-0.5108576672133873,0.5528974645326666,-0.6436530461079787,-1.20637123831382,-1.1357445889211235,0.7891764357483055,1.3952307843519707,0.20091621757646366,0.7255032905743943,0.18359756884930764,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,1,1,3,13,1,38,1,128,1,4,27,1,-1.453221801021054,-0.962699618360275,0.9398594180242645,-1.037983515684173,0.21858980884739843,-0.38059640458404864,1.5950522757381083,-0.9044739606313364,0.9398196686338296,-0.6179100797848015,1.453678446621897,-1.20637123831382,0.6169691339969379,1.195119962769385,1.204860059591036,1.2596088764382358,1.0934218834137535,0.0219579807353764,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,2,6,4,12,3,156,1,7,17,0,-1.5828222914821035,0.14189400484506953,-0.1648458598820994,-0.21242643716091728,0.31109306219822386,2.6757922405892467,-0.7232270506382052,1.4011737247106502,0.9398196686338296,0.5528974645326666,1.453678446621897,0.025030982171491207,1.4933259954559686,0.5040417023686995,-0.1724138573018491,0.7452158331494652,0.5705901988525588,0.34523715696323887,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
